symbol,Business Content
ONTX,臨床期向けバイオ医薬品を手掛けるバイオテクノロジー会社。
ONVO,3Dのヒト組織生成に応用されるプラットフォーム技術開発をしている会社
OOMA,小規模オフィスや家庭、モバイル端末ユーザーに通信ソリューションと関連サービスを提供している通信プロバイダー
OPBK,米国の銀行持株会社
OPCH,薬局サービスと在宅医療サービスのプロバイダー
OPGN,医療供給機関のサポートに携わる米国のバイオ企業
OPK,医薬品、ワクチン、診断製品の研究開発、商品化に従事している医薬品メーカー。
OPNT,薬物使用、摂食障害などに向けた治療方法を開発する米国の専門製薬会社
OPOF,米国の銀行持株会社
OPRT,米国の金融サービス会社
OPRX,インターネットサイトを運営し、消費者向けに、ブランド処方薬や市販ヘルスケア製品の購入に関する節約方法をアドバイスする
OPTN,米国の専門医薬品企業
OPTT,再生可能エネルギー機器を製造している企業
OPY,個人・機関投資家向けにETF、オルタナティブ投資、投資顧問サービスなど多種多様な証券仲介・投資銀行サービスを展開している投資銀行
OR,金やその他貴金属の探査・採掘の仲介に事業の焦点を置くカナダの会社
ORA,地熱発電会社
ORCL,データベースソフト大手
ORGN,カーボンネガティブマテリアル会社。
ORGO,米国の再生医療事業持株会社
ORGS,米国のバイオ医薬品企業
ORI,財産・賠償責任等の保険商品を提供する持株会社
ORIC,製薬会社
ORLY,自動車部品流通会社
ORMP,経口投与ソリューションの開発を手掛ける製薬会社
ORRF,米国の銀行持株会社
OSAT,衛星ベースのハードウェア、放送時間、マッピング、および関連サービスを米国内および国際的に提供。
OSBC,米国の銀行持株会社
OSCR,個人、家族、従業員向けに保険プランを提供する健康保険会社
OSG,海上輸送船保有会社
OSH,高齢者および障害者向けの公的医療保険制度(メディケア)の受給者を対象とした医療サービスを提供
OSIS,特殊電子システム・部品の米国メーカー
OSK,消防車、救急車などの製造、販売をしている特殊車両メーカー。
OSMT,米国(アイルランド籍)のバイオ医薬品会社
OSPN,情報資産の管理、およびアクセス保護に使用されるシステムを提供している会社
OSS,高性能コンピューティング（HPC）モジュールとシステムを設計・製造。
OSTK,インターネットを通じてブランド品を割引販売するオンラインのディスカウントストア
OSUR,医療・診断機器の開発・製造・販売会社。
OSW,バハマのヘルスウェルネスセンター運営会社
OTEX,企業用イントラネット向けにソフトウェアサービスを提供するカナダの企業
OTIC,耳の疾患に対する治療薬を開発するバイオ企業
OTIS,エレベーター、エスカレーター、およびその他の移動製品を提供
OTLK,米国のバイオ医薬品企業。免疫学と腫瘍学の疾病領域において、モノクローナル抗体に焦点を当てたバイオ後続医薬品の識別・開発・製造・商品化に従事する。
OTLY,米国の医療機器メーカー
OTRK,米国の健康管理サービス企業
OTTR,公益事業部門を通じてミネソタ、ノースダコタ、サウスダコタの各州で電気とエネルギーを供給しているエネルギー会社。
OUST,産業オートメーション、スマートインフラストラクチャ、ロボット工学、トラック輸送、自動車産業で使用されるデジタルLIDARセンサーのメーカー。
OVBC,米国の金融持株会社
OVID,希少神経疾患の患者・家族向け医薬品を開発
OVLY,米国の銀行持株会社
OVV,石油・ガス会社
OXBR,米国のガルフコースト地域にある損害保険会社向けの完全担保付き再保険契約の引受に焦点を当てる損害保険会社。
OXM,衣料品のデザイン、調達、販売を手掛けている衣料品メーカー。
OXY,原油と天然ガスの探収、開発、生産を行う会社
OYST,眼の表面疾患に焦点を当てた治療薬の開発・商品化に従事している米国のバイオ医薬品企業
OZK,総合銀行。普通預金口座、貸付、デビットカード、住宅ローン、資金管理などの金融商品・サービスを提供する。
PAAS,カナダの銀採掘会社
PACB,米国のバイオ研究会社。遺伝子解析のための技術を開発、製造、販売する。
PACK,電子商取引および産業サプライチェーン向けの製品保護ソリューションを提供している会社
PACW,フルサービス型商業銀行を運営する持株会社
PAE,防衛および政府サービスの請負業者として活動している企業
PAG,米国、プエルトリコ、英国でフランチャイズ店を運営する自動車販売会社。
PAGP,子会社を通じて、原油・石油精製品・液化石油ガスの輸送・貯蔵・ターミナル管理・販売のほか、天然ガス貯蔵施設の開発・経営に従事している持株会社。
PAGS,ブラジルと米国で複数のデジタル決済ソリューション、プリペイドカードサービスを提供している会社。
PAHC,ワクチンなどの動物用の食糧・医薬品メーカー
PALI,中枢神経系疾患のための開発や治療の商業化に従事している会社
PANW,ネットワークセキュリティーサービスを提供
PAR,レストラン、ホテル、小売業界向けにPOSシステム等を提供している米国のITソリューションプロバイダー
PARR,米国のエネルギー企業
PASG,バイオ医薬品会社
PATH, RPA製品である「UiPath」の導入やコンサルティングを行っている企業
PATI,石油製品などに特化した米国の運搬会社
PATK,米国の建材メーカー
PAVM,米国の医療装置・機器メーカー
PAX,プライベート市場の投資会社
PAYA,決済処理サービスを提供する米国の企業
PAYC,オンデマンドの給与計算・人事サービスを提供
PAYO,世界中の人々や企業が送金や支払いを行うのを支援するグローバルな支払いサービス会社
PAYS,米国の金融サービス企業。主に法人や消費者向けプリペイドカードのプログラムや会計処理サービスを提供する。
PAYX,給与・人事関係アウトソ－シングソリューション会社
PB,一般個人から預金を集め、商業や消費者向けなどの各種ローンを提供するProsperityBankの持株会社。
PBCT,米国北東部を中心とする銀行
PBF,輸送燃料、ヒーティングオイル等の精製および供給
PBFS,米国の相互銀行
PBH,市販用ヘルスケア用品と家庭用洗剤を製造している企業。
PBHC,米国の銀行持株会社
PBI,郵便事務処理ソリューションを提供
PBIP,米国の銀行持株会社
PBPB,米国で事業を展開しているレストランチェーン運営会社。
PBTS,企業および政府機関の顧客にソフトウェア･アプリケーションと技術ソリューションおよびサービスを提供。
